key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
1551,"Le Hoyau, phase 2","On doit déblayer tous ces gravats. Brisez les débris les plus volumineux, rassemblez tout ça dans une caisse et jetez son contenu au dépotoir.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,16,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,65,0,0,0,0,0,0,0,0,0,0,8321658,8321667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63900,63901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,"Le Hoyau, phase 3<hex:021D0103>: début des travaux","Les plus gros gravats ont été déblayés, mais le sol est jonché de débris plus fins maintenant. Prenez un balai et mettez-vous au boulot.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,17,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,0,0,0,0,0,0,0,0,8321676,8321677,8321678,8321679,8321680,8321681,8321682,8321683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63902,63902,63902,63902,63902,63902,63902,63902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,"Le Hoyau, phase 3<hex:021D0103>: fin des travaux","Le pavage est sacrément esquinté alors on doit le retaper. Prenez des matériaux sur une pile, transformez-les sur un poste de travail et servez-vous-en sur les emplacements à restaurer.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002984,2002986,0,0,0,0,0,0,8321758,8321761,8321813,8321814,8321817,8321818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60997,60997,60995,60996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,"Le Hoyau, phase 4<hex:021D0103>: début des travaux","On bâtit des ins<hex:02160103>tal<hex:02160103>la<hex:02160103>tions pour la recon<hex:02160103>struc<hex:02160103>tion d'Azurée. Prenez un matériau sur une pile, transformez-le sur un poste de travail et allez le poser sur un des postes d'assemblage.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002987,2002988,0,0,0,0,0,0,8321824,8321828,8321832,8321833,8321835,8321836,8321837,8321838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60997,60997,60996,60997,60997,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,"Le Hoyau, phase 4<hex:021D0103>: fin des travaux","On bâtit des ins<hex:02160103>tal<hex:02160103>la<hex:02160103>tions pour la recon<hex:02160103>struc<hex:02160103>tion d'Azurée. Prenez un matériau sur une pile, transformez-le sur un poste de travail et allez le poser sur un des postes d'assemblage.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002987,2002988,0,0,0,0,0,0,8321824,8321828,8321832,8321833,8321835,8321836,8321837,8321838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60997,60997,60996,60997,60997,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,"L'estrade de Sainte Roelle, phase 1","On bâtit des ins<hex:02160103>tal<hex:02160103>la<hex:02160103>tions pour la recon<hex:02160103>struc<hex:02160103>tion d'Azurée. Prenez un matériau sur une pile, transformez-le sur un poste de travail et allez le poser sur un des postes d'assemblage.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002956,2002962,0,0,0,0,0,0,8321842,8321844,8321846,8321847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60996,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,"L'estrade de Sainte Roelle, phase 2","On doit déblayer tous ces gravats. Brisez les débris les plus volumineux, rassemblez tout ça dans une caisse et jetez son contenu au dépotoir.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,16,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,65,0,0,0,0,0,0,0,0,0,0,8321853,8321854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63900,63901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,"L'estrade de Sainte Roelle, phase 3<hex:021D0103>: début des travaux","Les plus gros gravats ont été déblayés, mais le sol est jonché de débris plus fins maintenant. Prenez un balai et mettez-vous au boulot.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,17,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,0,0,0,0,0,0,0,0,8321856,8321857,8321858,8321859,8321860,8321861,8321862,8321864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63902,63902,63902,63902,63902,63902,63902,63902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,"L'estrade de Sainte Roelle, phase 3<hex:021D0103>: fin des travaux","Le pavage est sacrément esquinté alors on doit le retaper. Prenez des matériaux sur une pile, transformez-les sur un poste de travail et servez-vous-en sur les emplacements à restaurer.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002984,2002986,0,0,0,0,0,0,8321873,8321875,8321876,8321877,8321878,8321879,8321880,8321881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60997,60997,60997,60997,60995,60996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,"L'estrade de Sainte Roelle, phase 4<hex:021D0103>: fin des travaux","On bâtit des ins<hex:02160103>tal<hex:02160103>la<hex:02160103>tions pour la recon<hex:02160103>struc<hex:02160103>tion d'Azurée. Prenez un matériau sur une pile, transformez-le sur un poste de travail et allez le poser sur un des postes d'assemblage.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002987,2002988,0,0,0,0,0,0,8321883,8321884,8321885,8321886,8321887,8321888,8321889,8321890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60995,60996,60997,60997,60997,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,"Le Nichoir, phase 1","On doit déblayer tous ces gravats. Brisez les débris les plus volumineux, rassemblez tout ça dans une caisse et jetez son contenu au dépotoir.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,16,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,65,0,0,0,0,0,0,0,0,0,0,8321893,8321894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63900,63901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,"Le Nichoir, phase 2","On doit déblayer tous ces gravats. Brisez les débris les plus volumineux, rassemblez tout ça dans une caisse et jetez son contenu au dépotoir.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,16,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,65,0,0,0,0,0,0,0,0,0,0,8321902,8321903,8321904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63901,63900,63900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,"Le Nichoir, phase 3","On doit déblayer tous ces gravats. Brisez les débris les plus volumineux, rassemblez tout ça dans une caisse et jetez son contenu au dépotoir.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,16,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,65,0,0,0,0,0,0,0,0,0,0,8321923,8321929,8321930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63901,63900,63900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,"Le Nichoir, phase 4<hex:021D0103>: début des travaux","Les plus gros gravats ont été déblayés, mais le sol est jonché de débris plus fins maintenant. Prenez un balai et mettez-vous au boulot.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,17,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,0,0,0,0,0,0,0,0,8321939,8321940,8321941,8321942,8321943,8321946,8321947,8321948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63902,63902,63902,63902,63902,63902,63902,63902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,"Le Nichoir, phase 4<hex:021D0103>: fin des travaux","Les fondations ont sacrément été esquintées alors on doit les retaper. Prenez des matériaux sur une pile, transformez-les sur un poste de travail et servez-vous-en sur les emplacements à restaurer.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002984,2002986,0,0,0,0,0,0,8321950,8321951,8321952,8321964,8321966,8321967,8321974,8322000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60997,60995,60996,60997,60997,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,"Le Nichoir, phase 5<hex:021D0103>: début des travaux","On s'attaque à la con<hex:02160103>struc<hex:02160103>tion d'habitations dignes de ce nom. Prenez un matériau sur une pile, transformez-le sur un poste de travail et allez le poser sur un des postes d'assemblage.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002956,2002962,0,0,0,0,0,0,8322001,8322002,8322004,8322005,8322006,8322013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60997,60995,60996,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,"Le Nichoir, phase 5<hex:021D0103>: fin des travaux","On s'attaque à la con<hex:02160103>struc<hex:02160103>tion d'habitations dignes de ce nom. Prenez un matériau sur une pile, transformez-le sur un poste de travail et allez le poser sur un des postes d'assemblage.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002956,2002962,0,0,0,0,0,0,8322001,8322002,8322004,8322005,8322006,8322013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60997,60995,60996,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,"Le Nichoir, phase 6<hex:021D0103>: début des travaux","On s'attaque à la con<hex:02160103>struc<hex:02160103>tion d'habitations dignes de ce nom. Prenez un matériau sur une pile, transformez-le sur un poste de travail et allez le poser sur un des postes d'assemblage.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002956,2002962,0,0,0,0,0,0,8322014,8322015,8322016,8322017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60997,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,"Le Nichoir, phase 6<hex:021D0103>: fin des travaux","On s'attaque à la con<hex:02160103>struc<hex:02160103>tion d'habitations dignes de ce nom. Prenez un matériau sur une pile, transformez-le sur un poste de travail et allez le poser sur un des postes d'assemblage.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002956,2002962,0,0,0,0,0,0,8322014,8322015,8322016,8322017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60997,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,"Le Nichoir, phase 7<hex:021D0103>: début des travaux","On s'attaque à la con<hex:02160103>struc<hex:02160103>tion d'habitations dignes de ce nom. Prenez un matériau sur une pile, transformez-le sur un poste de travail et allez le poser sur un des postes d'assemblage.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002956,2002962,0,0,0,0,0,0,8322022,8322023,8322024,8322025,8322026,8322027,8322028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60995,60996,60997,60997,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,"Le Nichoir, phase 7<hex:021D0103>: fin des travaux","On s'attaque à la con<hex:02160103>struc<hex:02160103>tion d'habitations dignes de ce nom. Prenez un matériau sur une pile, transformez-le sur un poste de travail et allez le poser sur un des postes d'assemblage.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002956,2002962,0,0,0,0,0,0,8322022,8322023,8322024,8322025,8322026,8322027,8322028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60995,60996,60997,60997,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,"Le Hoyau, phase 1","On doit déblayer tous ces gravats. Brisez les débris les plus volumineux, rassemblez tout ça dans une caisse et jetez son contenu au dépotoir.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,16,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,65,0,0,0,0,0,0,0,0,0,0,8321611,8321634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63900,63901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,"Le Hoyau, phase 2","On doit déblayer tous ces gravats. Brisez les débris les plus volumineux, rassemblez tout ça dans une caisse et jetez son contenu au dépotoir.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,16,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,65,0,0,0,0,0,0,0,0,0,0,8321658,8321667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63900,63901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,"Le Hoyau, phase 3<hex:021D0103>: début des travaux","Les plus gros gravats ont été déblayés, mais le sol est jonché de débris plus fins maintenant. Prenez un balai et mettez-vous au boulot.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,17,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,0,0,0,0,0,0,0,0,8321676,8321677,8321678,8321679,8321680,8321681,8321682,8321683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63902,63902,63902,63902,63902,63902,63902,63902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,"Le Hoyau, phase 3<hex:021D0103>: fin des travaux","Le pavage est sacrément esquinté alors on doit le retaper. Prenez des matériaux sur une pile, transformez-les sur un poste de travail et servez-vous-en sur les emplacements à restaurer.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002984,2002986,0,0,0,0,0,0,8321758,8321761,8321813,8321814,8321817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60997,60997,60995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,"Le Hoyau, phase 4<hex:021D0103>: début des travaux","On bâtit des ins<hex:02160103>tal<hex:02160103>la<hex:02160103>tions pour la recon<hex:02160103>struc<hex:02160103>tion d'Azurée. Prenez un matériau sur une pile, transformez-le sur un poste de travail et allez le poser sur un des postes d'assemblage.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002987,2002988,0,0,0,0,0,0,8321824,8321828,8321832,8321833,8321835,8321836,8321837,8321838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60997,60997,60996,60997,60997,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,"Le Hoyau, phase 4<hex:021D0103>: fin des travaux","On bâtit des ins<hex:02160103>tal<hex:02160103>la<hex:02160103>tions pour la recon<hex:02160103>struc<hex:02160103>tion d'Azurée. Prenez un matériau sur une pile, transformez-le sur un poste de travail et allez le poser sur un des postes d'assemblage.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002987,2002988,0,0,0,0,0,0,8321824,8321828,8321832,8321833,8321835,8321836,8321837,8321838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60997,60997,60996,60997,60997,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,"L'estrade de Sainte Roelle, phase 1","On bâtit des ins<hex:02160103>tal<hex:02160103>la<hex:02160103>tions pour la recon<hex:02160103>struc<hex:02160103>tion d'Azurée. Prenez un matériau sur une pile, transformez-le sur un poste de travail et allez le poser sur un des postes d'assemblage.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002956,2002962,0,0,0,0,0,0,8321842,8321844,8321846,8321847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60996,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,"L'estrade de Sainte Roelle, phase 2","On doit déblayer tous ces gravats. Brisez les débris les plus volumineux, rassemblez tout ça dans une caisse et jetez son contenu au dépotoir.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,16,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,65,0,0,0,0,0,0,0,0,0,0,8321853,8321854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63900,63901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,"L'estrade de Sainte Roelle, phase 3<hex:021D0103>: début des travaux","Les plus gros gravats ont été déblayés, mais le sol est jonché de débris plus fins maintenant. Prenez un balai et mettez-vous au boulot.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,17,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,0,0,0,0,0,0,0,0,8321856,8321857,8321858,8321859,8321860,8321861,8321862,8321864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63902,63902,63902,63902,63902,63902,63902,63902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,"L'estrade de Sainte Roelle, phase 3<hex:021D0103>: fin des travaux","Le pavage est sacrément esquinté alors on doit le retaper. Prenez des matériaux sur une pile, transformez-les sur un poste de travail et servez-vous-en sur les emplacements à restaurer.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002984,2002986,0,0,0,0,0,0,8321873,8321875,8321876,8321877,8321878,8321879,8321880,8321881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60997,60997,60997,60997,60995,60996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,"L'estrade de Sainte Roelle, phase 4<hex:021D0103>: fin des travaux","On bâtit des ins<hex:02160103>tal<hex:02160103>la<hex:02160103>tions pour la recon<hex:02160103>struc<hex:02160103>tion d'Azurée. Prenez un matériau sur une pile, transformez-le sur un poste de travail et allez le poser sur un des postes d'assemblage.","Estimation de la progression des travaux en cours. Attention, seuls les récolteurs et les artisans seront récompensés pour leur con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion.","Contribution","","",0,7,15,8308295,1,255,0,1,0,0,60858,60994,0,720,0,846,0,847,2,0,False,False,0,0,False,False,False,0,35,0,0,0,0,2002987,2002988,0,0,0,0,0,0,8321883,8321884,8321885,8321886,8321887,8321888,8321889,8321890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60995,60996,60995,60996,60997,60997,60997,60997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
